-0.87, -2.80, 0.21
-0.98, -3.99, 0.27
-0.81, -4.87, 0.26
-0.68, -5.43, 0.25
-0.63, -5.78, 0.24
-0.57, -6.03, 0.23
-0.52, -6.18, 0.23
-0.52, -6.28, 0.23
-0.51, -6.36, 0.23
-0.48, -6.42, 0.22
-0.48, -6.47, 0.22
-0.47, -6.50, 0.22
-0.47, -6.52, 0.22
-0.47, -6.54, 0.22
-0.48, -6.56, 0.23
-0.46, -6.59, 0.23
-0.46, -6.60, 0.23
-0.46, -6.61, 0.23
-0.45, -6.63, 0.22
-0.45, -6.63, 0.22
-0.46, -6.63, 0.23
-0.46, -6.64, 0.23
-0.46, -6.65, 0.23
-0.46, -6.64, 0.23
-0.45, -6.64, 0.23
-0.45, -6.64, 0.24
-0.47, -6.64, 0.24
-0.47, -6.64, 0.24
-0.47, -6.63, 0.24
-0.46, -6.63, 0.24
-0.47, -6.62, 0.24
-0.47, -6.61, 0.25
-0.47, -6.63, 0.24
-0.46, -6.63, 0.24
-0.47, -6.62, 0.25
-0.47, -6.62, 0.25
-0.46, -6.62, 0.25
-0.46, -6.62, 0.25
-0.44, -6.63, 0.24
-0.45, -6.62, 0.25
-0.46, -6.61, 0.25
-0.46, -6.61, 0.25
-0.48, -6.61, 0.25
-0.47, -6.61, 0.25
-0.47, -6.61, 0.25
-0.46, -6.61, 0.25
-0.46, -6.59, 0.26
-0.47, -6.58, 0.25
-0.46, -6.60, 0.26
-0.46, -6.59, 0.25
-0.46, -6.59, 0.25
-0.47, -6.57, 0.26
-0.48, -6.56, 0.26
-0.47, -6.57, 0.26
-0.48, -6.57, 0.26
-0.48, -6.55, 0.26
-0.48, -6.56, 0.26
-0.47, -6.55, 0.27
-0.48, -6.55, 0.27
-0.48, -6.53, 0.27
-0.48, -6.53, 0.27
-0.48, -6.54, 0.27
-0.48, -6.53, 0.27
-0.48, -6.53, 0.27
-0.47, -6.53, 0.26
-0.47, -6.52, 0.26
-0.46, -6.51, 0.26
-0.47, -6.52, 0.26
-0.48, -6.52, 0.27
-0.48, -6.51, 0.27
-0.49, -6.52, 0.27
-0.48, -6.50, 0.27
-0.49, -6.50, 0.27
-0.48, -6.49, 0.27
-0.48, -6.50, 0.27
-0.50, -6.50, 0.27
-0.49, -6.50, 0.27
-0.49, -6.49, 0.27
-0.49, -6.49, 0.27
-0.49, -6.49, 0.27
-0.49, -6.49, 0.27
-0.50, -6.49, 0.27
-0.49, -6.49, 0.27
-0.49, -6.49, 0.27
-0.49, -6.49, 0.27
-0.49, -6.48, 0.27
-0.48, -6.49, 0.27
-0.49, -6.49, 0.27
-0.50, -6.49, 0.28
-0.50, -6.48, 0.27
-0.51, -6.48, 0.28
-0.50, -6.47, 0.28
-0.51, -6.46, 0.28
-0.51, -6.47, 0.28
-0.50, -6.47, 0.28
-0.50, -6.47, 0.28
-0.49, -6.47, 0.28
-0.50, -6.46, 0.28
-0.49, -6.45, 0.28
-0.49, -6.46, 0.28
-0.49, -6.46, 0.28
-0.48, -6.46, 0.28
-0.47, -6.46, 0.28
-0.47, -6.45, 0.27
-0.48, -6.45, 0.28
-0.48, -6.46, 0.28
-0.49, -6.45, 0.28
-0.49, -6.45, 0.28
-0.49, -6.45, 0.28
-0.49, -6.44, 0.28
-0.49, -6.44, 0.28
-0.50, -6.45, 0.28
-0.49, -6.43, 0.28
-0.50, -6.44, 0.28
-0.50, -6.44, 0.28
-0.50, -6.43, 0.28
-0.50, -6.42, 0.29
-0.49, -6.42, 0.28
-0.48, -6.42, 0.28
-0.48, -6.44, 0.28
-0.48, -6.45, 0.28
-0.47, -6.44, 0.28
-0.48, -6.44, 0.28
-0.48, -6.43, 0.28
-0.49, -6.44, 0.28
-0.50, -6.43, 0.28
-0.50, -6.42, 0.28
-0.50, -6.43, 0.29
-0.49, -6.42, 0.29
-0.49, -6.43, 0.29
-0.49, -6.42, 0.29
-0.51, -6.42, 0.29
-0.51, -6.41, 0.29
